Easting	Northing	Elevation
679182.0900	4135717.1700	10.4990
679182.1500	4135717.3100	10.4990
679182.2000	4135717.4500	10.5190
679182.2600	4135717.5900	10.5290
679182.3200	4135717.7300	10.4990
679182.4000	4135717.8600	10.4990
679182.4800	4135717.9900	10.5190
679182.5600	4135718.1100	10.4990
679182.6400	4135718.2400	10.4690
679182.8000	4135718.5000	10.4990
679182.9000	4135718.6000	10.4990
679183.0000	4135718.7100	10.4690
679183.1000	4135718.8200	10.4390
679183.2000	4135718.9300	10.4390
679183.4000	4135719.1400	10.4690
679183.5200	4135719.2300	10.4690
679183.6400	4135719.3200	10.4690
679183.7700	4135719.4200	10.4390
679183.8900	4135719.5100	10.4090
679184.0100	4135719.6000	10.4090
679184.1400	4135719.6900	10.3790
679188.5300	4135721.3700	 9.3390
679188.9500	4135721.4200	 9.4190
679189.1600	4135721.4400	 9.4190
679189.3800	4135721.4700	 9.4490
679189.5900	4135721.4900	 9.4490
679190.0200	4135721.4800	 9.5090
679190.2300	4135721.4800	 9.4790
679190.4400	4135721.4700	 9.5090
679190.6500	4135721.4700	 9.4790
679190.8700	4135721.4600	 9.4490
679191.0700	4135721.4200	 9.4490
679191.2700	4135721.3800	 9.4190
679191.4700	4135721.3500	 9.4190
679191.6700	4135721.3100	 9.4190
679191.8700	4135721.2700	 9.4190
679192.0700	4135721.2300	 9.4190
679192.6300	4135721.0200	 9.4490
679192.8100	4135720.9500	 9.4490
679193.0000	4135720.8800	 9.4490
679193.1800	4135720.8100	 9.4790
679193.3800	4135720.7300	 9.4790
679193.9500	4135720.5000	 9.5090
679194.1400	4135720.4200	 9.5290
679194.3300	4135720.3500	 9.5290
679194.5300	4135720.2600	 9.5590
679194.7200	4135720.1700	 9.5590
679194.9200	4135720.0800	 9.5590
679195.1100	4135719.9900	 9.5790
679195.3100	4135719.9100	 9.5590
679195.5000	4135719.8200	 9.5890
679195.6800	4135719.7200	 9.5890
679195.8600	4135719.6200	 9.5890
679196.0400	4135719.5200	 9.5890
679196.2200	4135719.4200	 9.6090
679196.4000	4135719.3200	 9.6090
679196.5800	4135719.2200	 9.6390
679196.7500	4135719.1000	 9.6690
679196.9200	4135718.9900	 9.6390
679197.0900	4135718.8700	 9.6390
679197.2600	4135718.7600	 9.6690
679197.4300	4135718.6400	 9.6690
679197.6000	4135718.5300	 9.6690
679197.7600	4135718.4000	 9.6690
679197.9200	4135718.2700	 9.6690
679198.0700	4135718.1400	 9.6690
679198.2300	4135718.0000	 9.6690
679198.3900	4135717.8700	 9.6690
679198.5400	4135717.7400	 9.6690
679198.6800	4135717.6000	 9.6690
679198.8100	4135717.4600	 9.6990
679198.9500	4135717.3100	 9.6990
679199.0800	4135717.1700	 9.6690
679199.2200	4135717.0300	 9.6690
679199.3500	4135716.8800	 9.6990
679199.4800	4135716.7300	 9.6990
679199.6100	4135716.5700	 9.6990
679199.7400	4135716.4200	 9.7290
679199.8700	4135716.2600	 9.6990
679200.0000	4135716.1100	 9.6990
679200.3500	4135715.6200	 9.6990
679200.6800	4135715.1300	 9.6090
679200.7900	4135714.9700	 9.6090
679200.8900	4135714.7900	 9.5890
679201.0800	4135714.4500	 9.6090
679201.1800	4135714.2800	 9.5890
679201.2800	4135714.1000	 9.5890
679201.3800	4135713.9300	 9.5890
679201.4600	4135713.7400	 9.5890
679201.5500	4135713.5600	 9.6090
679201.6300	4135713.3700	 9.5790
679201.7100	4135713.1900	 9.6090
679201.8000	4135713.0000	 9.6390
679201.8800	4135712.8100	 9.6390
679201.9500	4135712.6200	 9.6390
679202.0200	4135712.4300	 9.6690
679202.0800	4135712.2400	 9.6990
679202.1500	4135712.0500	 9.6990
679202.2200	4135711.8600	 9.6990
679202.2900	4135711.6700	 9.6690
679202.3400	4135711.4700	 9.6990
679202.4000	4135711.2800	 9.6990
679202.4500	4135711.0800	 9.6990
679202.5100	4135710.8900	 9.6990
679202.5600	4135710.7000	 9.6990
679202.6100	4135710.5000	 9.6990
679202.6500	4135710.3100	 9.6990
679202.7000	4135710.1100	 9.6690
679202.7400	4135709.9100	 9.6990
679202.7800	4135709.7200	 9.6690
679202.8200	4135709.5200	 9.6690
679202.8600	4135709.3200	 9.6690
679202.8900	4135709.1200	 9.6690
679202.9200	4135708.9200	 9.6690
679202.9400	4135708.7200	 9.6990
679202.9700	4135708.5300	 9.7290
679203.0000	4135708.3300	 9.6990
679203.0300	4135708.1300	 9.6990
679203.0300	4135707.9300	 9.6990
679203.0400	4135707.7400	 9.6690
679203.0500	4135707.5400	 9.6690
679203.0600	4135707.3500	 9.6690
679203.0700	4135707.1500	 9.6690
679203.0800	4135706.9600	 9.6690
679203.0700	4135706.7500	 9.6690
679203.0600	4135706.5500	 9.6690
679203.0500	4135706.3500	 9.6690
679203.0300	4135706.1500	 9.6990
679203.0200	4135705.9400	 9.6690
679203.0100	4135705.7400	 9.6990
679202.9800	4135705.5400	 9.6690
679202.9500	4135705.3400	 9.6690
679202.9200	4135705.1500	 9.6390
679202.8800	4135704.9500	 9.6390
679202.8500	4135704.7500	 9.6390
679202.8200	4135704.5500	 9.6390
679202.7700	4135704.3500	 9.6390
679202.7200	4135704.1600	 9.6390
679202.6700	4135703.9600	 9.6690
679202.6100	4135703.7700	 9.6390
679202.5600	4135703.5700	 9.6390
679202.5100	4135703.3800	 9.6390
679202.3000	4135702.7900	 9.6090
679202.2400	4135702.5900	 9.5890
679202.1700	4135702.4000	 9.5890
679202.1000	4135702.2000	 9.5890
679202.0200	4135702.0100	 9.5790
679201.9400	4135701.8100	 9.5890
679201.8700	4135701.6100	 9.6090
679201.7900	4135701.4200	 9.5890
679201.7100	4135701.2200	 9.5890
679201.6300	4135701.0300	 9.5890
679201.5400	4135700.8300	 9.5590
679201.3600	4135700.4500	 9.5890
679201.2700	4135700.2600	 9.5890
679200.9700	4135699.6700	 9.6090
679200.8600	4135699.4800	 9.6090
679200.7500	4135699.2800	 9.6390
679200.6400	4135699.0800	 9.6390
679200.5300	4135698.8900	 9.6390
679200.4300	4135698.6900	 9.6390
679200.3000	4135698.5100	 9.6390
679200.1700	4135698.3300	 9.6390
679200.0400	4135698.1500	 9.6390
679199.9200	4135697.9700	 9.6390
679199.7900	4135697.8000	 9.6390
679199.6600	4135697.6200	 9.6390
679199.5200	4135697.4600	 9.6690
679199.3900	4135697.3000	 9.6390
679199.2500	4135697.1400	 9.6390
679199.1100	4135696.9800	 9.6090
679198.9800	4135696.8200	 9.5890
679198.8400	4135696.6700	 9.5890
679198.7100	4135696.5200	 9.5790
679198.5800	4135696.3700	 9.5590
679198.4500	4135696.2300	 9.5590
679198.2000	4135695.9400	 9.5290
679198.0700	4135695.7900	 9.5090
679197.9400	4135695.6500	 9.5090
679197.8200	4135695.5100	 9.5090
679197.6900	4135695.3700	 9.5090
679197.5700	4135695.2300	 9.5090
679197.4400	4135695.0900	 9.5090
679197.3200	4135694.9500	 9.5090
679194.6900	4135690.4700	10.6290
679194.6400	4135690.3300	10.6590
679194.6000	4135690.1900	10.6590
679194.2200	4135688.4600	10.6790
679194.2000	4135688.3100	10.6790
679194.1700	4135688.1700	10.6790
679194.1200	4135687.7400	10.6790
679194.1100	4135687.6000	10.6790
679194.0900	4135687.4600	10.6790
679194.0800	4135687.3200	10.6790
679194.0200	4135686.2400	10.6590
679194.0400	4135685.8400	10.6290
679194.0400	4135685.7000	10.6290
679194.0500	4135685.5700	10.6290
679194.0800	4135685.3000	10.6790
679194.1000	4135685.1600	10.6790
679194.1200	4135685.0300	10.6790
679194.1400	4135684.9000	10.6490
679194.1600	4135684.7600	10.6490
679194.1800	4135684.6300	10.6290
679194.2100	4135684.4900	10.6290
679194.2500	4135684.3500	10.6290
679194.2800	4135684.2100	10.6290
679194.3100	4135684.0700	10.6190
679194.3500	4135683.9400	10.5990
679194.3800	4135683.8000	10.5690
679194.5000	4135683.3700	10.6490
679194.5400	4135683.2300	10.6490
679194.5800	4135683.0900	10.6490
679194.6200	4135682.9500	10.6490
679194.6600	4135682.8100	10.6490
679194.6900	4135682.6800	10.6290
679194.7200	4135682.5400	10.6190
679194.7500	4135682.4100	10.5990
679194.7900	4135682.2800	10.5990
679194.8200	4135682.1400	10.5690
679194.8500	4135682.0100	10.5690
679194.8800	4135681.8700	10.5690
679194.9500	4135681.6000	10.6490
679194.9800	4135681.4700	10.6790
679195.0100	4135681.3300	10.6790
679195.0400	4135681.2000	10.6790
679195.1300	4135680.7900	10.6790
679195.2200	4135680.3900	10.6590
679195.2500	4135680.2600	10.6290
679195.2700	4135680.1300	10.6290
679195.3000	4135680.0000	10.5990
679195.3200	4135679.8700	10.5990
679195.3400	4135679.7400	10.5790
679195.3700	4135679.6000	10.5790
679195.4000	4135679.4700	10.5790
679195.4600	4135679.2000	10.6590
679195.6200	4135678.2300	10.6590
679195.6500	4135678.0900	10.6290
679195.6500	4135677.9700	10.6290
679195.6500	4135677.8500	10.5990
679195.6600	4135677.6100	10.6590
679195.6700	4135677.4900	10.6590
679195.6700	4135677.3700	10.6590
679195.6800	4135677.2400	10.6590
679195.6900	4135677.1200	10.6290
679195.7400	4135676.4900	10.6590
679195.7600	4135676.3600	10.6590
679195.7800	4135676.2400	10.6290
679195.8000	4135676.1100	10.6290
679195.8100	4135675.9900	10.5990
679195.8300	4135675.8600	10.5990
679195.8500	4135675.7300	10.5690
679195.8800	4135675.6000	10.5790
679195.9000	4135675.4800	10.5990
679195.9200	4135675.3500	10.6290
679195.9500	4135675.2200	10.6290
679195.9700	4135675.0900	10.5990
679196.0000	4135674.9600	10.5990
679196.0400	4135674.8300	10.5990
679196.0700	4135674.7000	10.5990
679196.1000	4135674.5700	10.5790
679196.1300	4135674.4400	10.5490
679196.3600	4135673.5600	10.6590
679196.4100	4135673.4400	10.6590
679196.4500	4135673.3100	10.6290
679196.4900	4135673.1900	10.5990
679196.5300	4135673.0600	10.5990
679196.5700	4135672.9400	10.5990
679196.6200	4135672.8100	10.5790
679196.6700	4135672.6800	10.5690
679196.7200	4135672.5500	10.5490
679196.8200	4135672.3000	10.6290
679196.8700	4135672.1700	10.6590
679196.9200	4135672.0400	10.6590
679196.9600	4135671.9100	10.6590
679197.0100	4135671.7800	10.6590
679197.0600	4135671.6400	10.6590
679197.1100	4135671.5100	10.6590
679197.1600	4135671.3800	10.6290
679197.2100	4135671.2500	10.6290
679197.2500	4135671.1200	10.5990
679197.2900	4135670.9900	10.5990
679197.3300	4135670.8600	10.5990
679197.3700	4135670.7300	10.5990
679197.4100	4135670.6000	10.5790
679197.4500	4135670.4700	10.5690
679197.4700	4135670.3400	10.5690
679197.5000	4135670.2100	10.5490
679197.5300	4135670.0800	10.5490
679197.6300	4135669.3100	10.6590
679197.6400	4135669.1900	10.6290
679197.6400	4135669.0700	10.5990
679197.6500	4135668.9500	10.5990
679197.6700	4135668.5700	10.4990
679197.6700	4135668.4400	10.4990
679197.6800	4135668.1900	10.5490
679197.6800	4135668.0700	10.5490
679197.6800	4135667.9500	10.5190
679197.6900	4135667.8200	10.4990
679197.6900	4135667.5800	10.5490
679197.6900	4135667.4600	10.5490
679197.7000	4135667.3300	10.5490
679197.7100	4135667.2100	10.5490
679197.7200	4135666.9600	10.6290
679197.7200	4135666.8400	10.6290
679197.7300	4135666.7200	10.6290
679197.7500	4135666.6000	10.6290
679197.7700	4135666.4800	10.5990
679197.7800	4135666.3600	10.5990
679197.8000	4135666.2400	10.5690
679197.8700	4135665.8500	10.5490
679197.9000	4135665.7000	10.5490
679197.9700	4135665.4000	10.6290
679198.0000	4135665.2500	10.6290
679198.0900	4135664.8800	10.5290
679198.1600	4135664.6300	10.4690
679198.2200	4135664.3800	10.5490
679198.2600	4135664.2500	10.5490
679198.3000	4135664.1200	10.5490
679198.3400	4135663.9900	10.5490
679198.3700	4135663.8600	10.5490
679198.4100	4135663.7300	10.5290
679198.4500	4135663.6100	10.5290
679198.4900	4135663.4800	10.5490
679198.5300	4135663.3500	10.5490
679198.5700	4135663.2200	10.5490
679198.6000	4135663.0900	10.5290
679198.6400	4135662.9600	10.4990
679198.6800	4135662.8300	10.4990
679198.7200	4135662.6900	10.4690
679198.7600	4135662.5600	10.4690
679198.8400	4135662.3000	10.5490
679198.8800	4135662.1600	10.5290
679198.9000	4135662.0300	10.5190
679198.9200	4135661.9000	10.4990
679198.9900	4135661.5200	10.4990
679199.0200	4135661.3900	10.4990
679199.0600	4135661.1400	10.5490
679199.0900	4135661.0200	10.5290
679199.1100	4135660.9000	10.5290
679199.1400	4135660.7800	10.5290
679199.3100	4135660.0800	10.5690
679199.3400	4135659.9700	10.5490
679199.3800	4135659.8500	10.5490
679199.4100	4135659.7300	10.5490
679199.4500	4135659.6100	10.5290
679199.4800	4135659.4900	10.4990
679199.5200	4135659.3700	10.4690
679199.5500	4135659.2500	10.4390
679199.5900	4135659.1400	10.4690
679199.6300	4135659.0200	10.4990
679199.6800	4135658.9100	10.4990
679199.7600	4135658.6800	10.5490
679199.8000	4135658.5600	10.5290
679199.8800	4135658.3400	10.4990
679199.9200	4135658.2300	10.4990
679199.9600	4135658.1100	10.4690
679200.0000	4135658.0000	10.4690
679200.0400	4135657.8900	10.4690
679200.1100	4135657.7800	10.4690
679200.1700	4135657.6700	10.4390
679200.2400	4135657.5500	10.4390
679200.5000	4135657.1100	10.5790
679200.5600	4135656.9900	10.5790
679200.6300	4135656.8800	10.5690
679200.6900	4135656.7700	10.5490
679200.7600	4135656.6600	10.5290
679200.8200	4135656.5400	10.5190
679200.8700	4135656.4300	10.5190
679200.9200	4135656.3100	10.4990
679201.0200	4135656.0800	10.5690
679201.0700	4135655.9600	10.5790
679201.1200	4135655.8500	10.5990
679201.1600	4135655.7300	10.5990
679201.2100	4135655.6200	10.5790
679201.2600	4135655.5100	10.5790
679201.3000	4135655.4000	10.5790
679201.3500	4135655.2800	10.5490
679201.3900	4135655.1700	10.5490
679201.4400	4135655.0700	10.5290
679201.4900	4135654.9600	10.5290
679201.5300	4135654.8500	10.5290
679201.7200	4135654.4300	10.4090
679201.8600	4135654.1100	10.5190
679201.9000	4135654.0100	10.5190
679201.9500	4135653.9000	10.5190
679202.0000	4135653.7900	10.4990
679202.0500	4135653.6800	10.4690
679202.1100	4135653.5700	10.4690
679202.2600	4135653.2400	10.5690
679202.3200	4135653.1300	10.5690
679202.3700	4135653.0200	10.5990
679202.4300	4135652.9100	10.5990
679202.4800	4135652.8000	10.5990
679202.5400	4135652.6900	10.5990
679202.6500	4135652.4700	10.5990
679202.7100	4135652.3600	10.5990
679202.7700	4135652.2400	10.5990
679202.8300	4135652.1300	10.5790
679202.8900	4135652.0200	10.5790
679202.9500	4135651.9000	10.5690
679203.0000	4135651.7800	10.5490
679203.0500	4135651.6600	10.5290
679203.0900	4135651.5400	10.5190
679203.1400	4135651.4200	10.5290
679203.1800	4135651.3000	10.5290
679203.2600	4135650.9400	10.6290
679203.3200	4135650.5900	10.5490
679203.3100	4135650.2500	10.5190
679203.3000	4135650.1400	10.4990
679203.2800	4135649.9200	10.5690
679203.2500	4135649.7100	10.4990
679203.2200	4135649.6100	10.4990
679203.1900	4135649.5000	10.4990
679203.1600	4135649.4000	10.4990
679203.1400	4135649.2900	10.4990
679203.1100	4135649.1900	10.5190
679203.0900	4135649.0900	10.4990
679203.0600	4135648.9800	10.4990
679203.0000	4135648.6700	10.4090
679202.9700	4135648.5600	10.4390
679202.9500	4135648.4600	10.4690
679202.9200	4135648.3600	10.4390
679202.8900	4135648.2600	10.4390
679202.8600	4135648.1600	10.4390
679202.8300	4135648.0600	10.4690
679202.8000	4135647.9600	10.4690
679202.7900	4135647.8400	10.4690
679202.7800	4135647.7300	10.4990
679202.7800	4135647.6200	10.4990
679202.7700	4135647.5100	10.4990
679202.7600	4135647.4000	10.4690
679202.7500	4135647.2900	10.4690
679202.7500	4135647.1800	10.4690
679202.7600	4135647.0700	10.4690
679202.7600	4135646.9600	10.4690
679202.7600	4135646.8500	10.4690
679202.7600	4135646.7500	10.4390
679202.7600	4135646.6400	10.4390
679202.7500	4135646.5300	10.4090
679202.7500	4135646.4300	10.3790
679202.7400	4135646.3200	10.3590
679202.7400	4135646.2200	10.3290
679202.7300	4135646.1200	10.3290
679202.7300	4135646.0100	10.3290
679202.7400	4135645.9000	10.2990
679202.7800	4135645.4700	10.4390
679202.8100	4135645.2500	10.4090
679202.8300	4135645.1400	10.3790
679202.8500	4135645.0300	10.3590
679202.8800	4135644.9200	10.3590
679202.9000	4135644.8100	10.3590
679202.9700	4135644.4800	10.4390
679202.9900	4135644.3600	10.4390
679203.0100	4135644.2500	10.4390
679203.0300	4135644.1400	10.4390
679203.0500	4135644.0300	10.4090
679203.0600	4135643.9200	10.4090
679203.0800	4135643.7100	10.3590
679203.0900	4135643.6000	10.3290
679203.1000	4135643.4900	10.3290
679203.1100	4135643.3900	10.3290
679203.1400	4135643.1700	10.4090
679203.1700	4135642.9600	10.3290
679203.2000	4135642.7400	10.3790
679203.2200	4135642.6300	10.3790
679203.2300	4135642.5300	10.3590
679203.2500	4135642.4200	10.3490
679203.2600	4135642.3100	10.3290
679203.2800	4135642.2000	10.3290
679203.2900	4135642.1000	10.3290
679203.3500	4135641.8800	10.3790
679203.3700	4135641.7600	10.3790
679203.4000	4135641.6500	10.3790
679203.4500	4135641.4300	10.3290
679203.4800	4135641.3100	10.3490
679203.5200	4135641.1900	10.3290
679203.5500	4135641.0700	10.3290
679203.5800	4135640.9500	10.3290
679203.6100	4135640.8200	10.3290
679203.6400	4135640.7000	10.3290
679203.6700	4135640.5900	10.3290
679203.7300	4135640.2500	10.2190
679203.7600	4135640.1300	10.2190
679203.7800	4135640.0200	10.2190
679203.8700	4135639.5700	10.3590
679203.8900	4135639.4500	10.3490
679203.9100	4135639.3400	10.3290
679203.9300	4135639.2200	10.3290
679203.9500	4135639.1000	10.2990
679203.9600	4135638.9800	10.2690
679203.9800	4135638.8500	10.2690
679204.0000	4135638.7300	10.2690
679204.0100	4135638.6100	10.2690
679204.0200	4135638.4900	10.2490
679204.0300	4135638.3700	10.2490
679204.0700	4135638.0100	10.2490
679204.0800	4135637.8900	10.2690
679204.0800	4135637.7700	10.2490
679204.0800	4135637.6500	10.2390
679204.0900	4135637.5300	10.2190
679204.0900	4135637.2800	10.1890
679204.1000	4135637.1600	10.1690
679204.0900	4135637.0500	10.1990
679204.0800	4135636.9300	10.1990
679204.0700	4135636.8100	10.1990
679204.0600	4135636.6900	10.1990
679204.0600	4135636.5800	10.1990
679204.0500	4135636.4600	10.1690
679204.0300	4135636.3500	10.1690
679204.0200	4135636.2500	10.1390
679204.0000	4135636.1400	10.1090
679203.9900	4135636.0300	10.0890
679203.9700	4135635.9300	10.0590
679203.9500	4135635.8200	10.0590
679203.8500	4135634.7600	10.2690
679203.8400	4135634.6400	10.2990
679203.8300	4135634.5300	10.3290
679203.8300	4135634.4200	10.3290
679203.8200	4135634.3100	10.3290
679203.8100	4135634.2000	10.3290
679203.8000	4135634.0900	10.3290
679203.7600	4135633.1800	 9.9990
679203.7500	4135633.0600	 9.9990
679203.7400	4135632.9400	 9.9990
679203.7200	4135632.8200	 9.9690
679203.7100	4135632.7000	 9.9690
679203.6900	4135632.4700	 9.9990
679203.6800	4135632.3400	10.0290
679203.6700	4135632.2200	 9.9990
679203.6500	4135632.0900	 9.9990
679203.5300	4135631.2200	10.1390
679203.5100	4135631.0900	10.1390
679203.4900	4135630.9700	10.1390
679203.4500	4135630.8400	10.1090
679203.4100	4135630.7200	10.1090
679203.3700	4135630.5900	10.1390
679203.3300	4135630.4700	10.1390
679203.3000	4135630.3400	10.1390
679203.2600	4135630.2200	10.1690
679203.2200	4135630.0900	10.1690
679203.1700	4135629.9700	10.1690
679203.1300	4135629.8400	10.1890
679203.0900	4135629.7200	10.1690
679203.0500	4135629.6000	10.1990
679203.0100	4135629.4700	10.1890
679202.9600	4135629.3400	10.2190
679202.9200	4135629.2000	10.2190
679202.8800	4135629.0600	10.2490
679202.8400	4135628.9300	10.2690
679202.8000	4135628.7900	10.2690
679202.7600	4135628.6600	10.2690
679202.6700	4135628.3800	10.3490
679202.6300	4135628.2300	10.3590
679202.5900	4135628.0900	10.3590
679202.5400	4135627.9500	10.3790
679202.5000	4135627.8100	10.3790
679202.4500	4135627.6900	10.3790
679202.4100	4135627.5700	10.3590
679202.3600	4135627.4600	10.3590
679202.3100	4135627.3400	10.3590
679202.2700	4135627.2300	10.3590
679202.2200	4135627.1100	10.3590
679202.1900	4135627.0100	10.3790
679202.1600	4135626.9100	10.3790
679202.1300	4135626.8100	10.3790
679202.1000	4135626.7200	10.3590
679202.0700	4135626.6200	10.3790
679202.0400	4135626.5200	10.3790
679202.0300	4135626.4300	10.3790
679202.0200	4135626.3400	10.3790
679202.0200	4135626.2400	10.3790
679202.0100	4135626.1500	10.4090
679202.0000	4135626.0600	10.4090
679202.0000	4135625.9700	10.4090
679202.0300	4135625.8900	10.4090
679202.0500	4135625.8000	10.4090
679202.0800	4135625.7200	10.4090
679202.1100	4135625.6400	10.4090
679202.1300	4135625.5600	10.4090
679202.1600	4135625.4800	10.3790
679202.2100	4135625.4000	10.3790
679202.2700	4135625.3300	10.3790
679202.3200	4135625.2500	10.3590
679202.3700	4135625.1800	10.3790
679202.4200	4135625.1000	10.3790
679202.6200	4135624.9000	10.3590
679202.7500	4135624.7800	10.2990
679202.8200	4135624.7100	10.2990
679202.8900	4135624.6500	10.2690
679202.9900	4135624.6000	10.2390
679203.0900	4135624.5500	10.2490
679203.1900	4135624.5000	10.2190
679203.2800	4135624.4500	10.2190
679203.3800	4135624.3900	10.1890
679203.4800	4135624.3400	10.1890
679203.7500	4135624.2700	10.1390
679203.8900	4135624.2400	10.1390
679204.0300	4135624.2000	10.1090
679204.1700	4135624.1700	10.1390
679204.3000	4135624.1300	10.1390
679204.4700	4135624.1200	10.1690
679204.8100	4135624.1000	10.1090
679204.9800	4135624.0900	10.1390
679205.1500	4135624.0800	10.1690
679205.5000	4135624.0600	10.1890
679205.6800	4135624.0600	10.1990
679205.8600	4135624.0500	10.1890
679206.0400	4135624.0500	10.1890
679206.2100	4135624.0400	10.1690
679206.8700	4135624.0000	10.2990
679207.1800	4135623.9800	10.2490
679207.3400	4135623.9700	10.2690
679207.6400	4135623.9500	10.1990
679207.7800	4135623.9400	10.1990
679208.2300	4135623.9100	10.2490
679208.3800	4135623.9200	10.2490
679208.5400	4135623.9400	10.2490
679208.6900	4135623.9500	10.2690
679208.8500	4135623.9700	10.2690
679209.0000	4135623.9800	10.2690
679209.1600	4135624.0000	10.2490
679209.3200	4135624.0300	10.2490
679209.4900	4135624.0500	10.2690
679209.6500	4135624.0800	10.2690
679210.1500	4135624.1700	10.3490
679210.3200	4135624.2100	10.3390
679210.4900	4135624.2600	10.3090
679210.6700	4135624.3100	10.3090
679210.8400	4135624.3600	10.3090
679211.0100	4135624.4000	10.2790
679211.7500	4135624.6900	10.3890
679211.9300	4135624.7600	10.3590
679212.1200	4135624.8400	10.3590
679212.3100	4135624.9200	10.3590
679212.5200	4135625.0100	10.3890
679213.5500	4135625.4400	10.4490
679213.7500	4135625.4900	10.4690
679213.9500	4135625.5500	10.4990
679214.1500	4135625.6000	10.4790
679214.3500	4135625.6500	10.4790
679214.5600	4135625.7100	10.4790
679214.7600	4135625.7600	10.4490
679214.9500	4135625.7900	10.4790
679215.3300	4135625.8500	10.5590
679215.5200	4135625.8800	10.5590
679215.9000	4135625.9400	10.6090
679216.0700	4135625.9500	10.5790
679216.2500	4135625.9600	10.6090
679216.4200	4135625.9700	10.5790
679216.7700	4135626.0000	10.4990
679216.9500	4135626.0100	10.4790
679217.0900	4135625.9800	10.4990
679217.2300	4135625.9600	10.5290
679217.3700	4135625.9400	10.5590
679217.5100	4135625.9100	10.5590
679217.6500	4135625.8900	10.5590
679217.7900	4135625.8700	10.5590
679217.9100	4135625.8200	10.5790
679218.0400	4135625.7700	10.5790
679218.1600	4135625.7300	10.5790
679218.2800	4135625.6800	10.5790
679218.4100	4135625.6300	10.5790
679218.5300	4135625.5900	10.5790
679218.6500	4135625.5300	10.5790
679218.7700	4135625.4700	10.5790
679218.8900	4135625.4100	10.5790
679219.0100	4135625.3500	10.5790
679219.1300	4135625.3000	10.5590
679219.2500	4135625.2400	10.5590
679219.3300	4135625.1700	10.5790
679219.4100	4135625.1000	10.5790
679219.5000	4135625.0300	10.5790
679219.5800	4135624.9600	10.5790
679219.6600	4135624.8900	10.5790
679219.7500	4135624.8200	10.5790
679219.8000	4135624.7300	10.5790
679219.8600	4135624.6500	10.5590
679219.9100	4135624.5700	10.5290
679219.9700	4135624.4800	10.5290
679220.0200	4135624.4000	10.5290
679220.0800	4135624.3200	10.5290
679220.1300	4135624.2300	10.4990
679220.1700	4135624.1300	10.4990
679220.2200	4135624.0400	10.4990
679220.2700	4135623.9500	10.4990
679220.3200	4135623.8600	10.4990
679220.3600	4135623.7700	10.4990
679220.4200	4135623.6700	10.4990
679220.4700	4135623.5600	10.5290
679220.5200	4135623.4600	10.5290
679220.5800	4135623.3500	10.4990
679220.6300	4135623.2500	10.4790
679220.6800	4135623.1500	10.4490
679220.7400	4135623.0200	10.4090
679220.7900	4135622.9000	10.4390
679220.8500	4135622.7800	10.4390
679220.9100	4135622.6500	10.4690
679220.9600	4135622.5300	10.4690
679221.0200	4135622.4100	10.4990
679221.0900	4135622.2700	10.4890
679221.1600	4135622.1200	10.4890
679221.2300	4135621.9800	10.4890
679221.3000	4135621.8400	10.5090
679221.3800	4135621.7000	10.5090
679221.4500	4135621.5600	10.5190
679221.5300	4135621.4200	10.5390
679221.6100	4135621.2800	10.5690
679221.7000	4135621.1400	10.5690
679221.7800	4135621.0000	10.5690
679221.8600	4135620.8600	10.5690
679221.9500	4135620.7200	10.5690
679221.9800	4135620.5700	10.5690
679222.0100	4135620.4200	10.5990
679222.0500	4135620.2700	10.5990
679222.0800	4135620.1200	10.5990
679222.1200	4135619.9700	10.5990
679222.1500	4135619.8300	10.5990
679222.1600	4135619.6800	10.5990
679222.1600	4135619.5400	10.5990
679222.1700	4135619.4000	10.5990
679222.1800	4135619.2600	10.5990
679222.1900	4135619.1200	10.5990
679222.1900	4135618.9800	10.5990
679222.1900	4135618.8400	10.5990
679222.1900	4135618.7100	10.5990
679222.1900	4135618.5700	10.5690
679222.1900	4135618.4300	10.5690
679222.1900	4135618.3000	10.5690
679222.1800	4135618.1600	10.5690
679222.1800	4135618.0100	10.5690
679222.1900	4135617.8600	10.5990
679222.1900	4135617.7100	10.6190
679222.1900	4135617.5600	10.6290
679222.1900	4135617.4000	10.6290
679222.1900	4135617.2500	10.6290
679222.2000	4135617.0800	10.6190
679222.2200	4135616.9000	10.6190
679222.2300	4135616.7300	10.6190
679222.2500	4135616.5600	10.5990
679222.2600	4135616.3800	10.6290
679222.2800	4135616.2100	10.6190
679222.3000	4135616.0300	10.6190
679222.3200	4135615.8500	10.6190
679222.3400	4135615.6700	10.6190
679222.3600	4135615.4900	10.6190
679222.3800	4135615.3100	10.6190
679222.4000	4135615.1300	10.5990
679222.4100	4135614.9400	10.5990
679222.4200	4135614.7500	10.5990
679222.4200	4135614.5600	10.5990
679222.4300	4135614.3700	10.5990
679222.4400	4135614.1800	10.5990
679222.4400	4135613.9900	10.5990
679222.4100	4135613.6300	10.5290
679222.4000	4135613.4500	10.4990
679222.3800	4135613.2600	10.4690
679222.3700	4135613.0800	10.4990
679222.3500	4135612.9000	10.4990
679222.3200	4135612.7300	10.4990
679222.2900	4135612.5500	10.4990
679222.2600	4135612.3800	10.4990
679221.5400	4135608.8300	10.0290
679221.5000	4135608.6500	10.0290
679221.4500	4135608.5100	10.0290
679221.4000	4135608.3600	 9.9990
679221.3000	4135608.0700	10.0590
