Easting	Northing	Elevation
679209.9100	4135705.3600	 9.6090
679209.9000	4135705.3800	 9.6390
679209.8800	4135705.4400	 9.6390
679209.8700	4135705.4600	 9.6390
679209.8600	4135705.4800	 9.6390
679209.8600	4135705.4900	 9.6090
679209.8500	4135705.5100	 9.6390
679209.8300	4135705.5300	 9.6390
679209.8200	4135705.5400	 9.6390
679209.8100	4135705.5500	 9.6390
679209.7700	4135705.6000	 9.6390
679209.7600	4135705.6200	 9.6390
679209.7500	4135705.6500	 9.6390
679209.7400	4135705.6700	 9.6390
679209.7300	4135705.7000	 9.6390
679209.7300	4135705.7200	 9.6390
679209.7200	4135705.7500	 9.6390
679209.7100	4135705.7600	 9.6390
679209.6900	4135705.7800	 9.6390
679209.6800	4135705.7900	 9.6390
679209.6700	4135705.8100	 9.6390
679209.6500	4135705.8200	 9.6390
679209.6400	4135705.8300	 9.6390
679209.6200	4135705.8700	 9.6090
679209.6100	4135705.8900	 9.6090
679209.6000	4135705.9100	 9.6090
679209.5900	4135705.9300	 9.6090
679209.5800	4135705.9400	 9.6390
679209.5700	4135705.9600	 9.6090
679209.5600	4135705.9700	 9.6090
679209.5500	4135705.9900	 9.6090
679209.5400	4135706.0000	 9.6090
679209.5300	4135706.0200	 9.6090
679209.5200	4135706.0300	 9.6090
679209.5000	4135706.0500	 9.6090
679209.4900	4135706.0700	 9.6090
679209.4800	4135706.0900	 9.6090
679209.4600	4135706.1100	 9.6090
679209.4500	4135706.1200	 9.6090
679209.4400	4135706.1400	 9.6090
679209.4300	4135706.1700	 9.6090
679209.4200	4135706.1900	 9.6090
679209.4100	4135706.2200	 9.5790
679209.4100	4135706.2400	 9.6090
679209.4000	4135706.2700	 9.5890
679209.3900	4135706.3000	 9.6090
679209.3800	4135706.3100	 9.5890
679209.3700	4135706.3300	 9.5890
679209.3600	4135706.3500	 9.5890
679209.3500	4135706.3700	 9.5890
679209.3400	4135706.3900	 9.5890
679209.3300	4135706.4000	 9.5890
679209.3200	4135706.4300	 9.5790
679209.3000	4135706.4500	 9.5890
679209.2900	4135706.4700	 9.5890
679209.2800	4135706.4900	 9.5890
679209.2600	4135706.5100	 9.5790
679209.2500	4135706.5300	 9.5790
679209.2400	4135706.5600	 9.5890
679209.2300	4135706.5800	 9.5790
679209.2200	4135706.6000	 9.5790
679209.2100	4135706.6200	 9.5890
679209.2000	4135706.6400	 9.5890
679209.1900	4135706.6600	 9.5890
679209.1800	4135706.6800	 9.5890
679209.1600	4135706.7000	 9.5790
679209.1500	4135706.7200	 9.5790
679209.1400	4135706.7300	 9.5890
679209.1200	4135706.7500	 9.5890
679209.1100	4135706.7700	 9.5790
679209.1000	4135706.7800	 9.5890
679209.0900	4135706.8000	 9.5790
679209.0700	4135706.8100	 9.5590
679209.0600	4135706.8300	 9.5590
679209.0500	4135706.8400	 9.5790
679209.0300	4135706.8600	 9.5590
679209.0300	4135706.8800	 9.5790
679209.0300	4135706.9100	 9.5890
679209.0300	4135706.9300	 9.5890
679209.0300	4135706.9600	 9.5890
679209.0300	4135706.9800	 9.5890
679209.0300	4135707.0100	 9.5890
679209.0200	4135707.0300	 9.5890
679209.0100	4135707.0500	 9.5890
679209.0000	4135707.0600	 9.5890
679208.9900	4135707.0800	 9.5890
679208.9900	4135707.1000	 9.5890
679208.9800	4135707.1200	 9.5790
679208.9700	4135707.1400	 9.5890
679208.9600	4135707.1500	 9.5890
679208.9600	4135707.1700	 9.5890
679208.9500	4135707.1900	 9.5790
679208.9400	4135707.2100	 9.5890
679208.9300	4135707.2300	 9.5890
679208.9300	4135707.2500	 9.5590
679208.9200	4135707.2700	 9.5590
679208.9100	4135707.3100	 9.5890
679208.9100	4135707.3400	 9.5890
679208.9000	4135707.3600	 9.5790
679208.9000	4135707.3700	 9.5790
679208.8900	4135707.3900	 9.5790
679208.8800	4135707.4000	 9.5590
679208.8700	4135707.4200	 9.5790
679208.8700	4135707.4300	 9.5890
679208.8600	4135707.4400	 9.6190
679208.8500	4135707.4700	 9.5890
679208.8400	4135707.5000	 9.5890
679208.8300	4135707.5200	 9.6190
679208.8300	4135707.5500	 9.6190
679208.8200	4135707.5700	 9.6190
679208.8100	4135707.6000	 9.6190
679208.8000	4135707.6200	 9.6190
679208.8000	4135707.6400	 9.5890
679208.7900	4135707.6600	 9.5890
679208.7900	4135707.6800	 9.5890
679208.7800	4135707.7100	 9.5890
679208.7800	4135707.7300	 9.5890
679208.7700	4135707.7400	 9.5890
679208.7600	4135707.7600	 9.5890
679208.7600	4135707.7700	 9.5890
679208.7500	4135707.7900	 9.5890
679208.7400	4135707.8000	 9.5890
679208.7300	4135707.8100	 9.5890
679208.7200	4135707.8400	 9.5890
679208.7200	4135707.8600	 9.6190
679208.7100	4135707.8900	 9.5890
679208.7000	4135707.9200	 9.5890
679208.6900	4135707.9400	 9.5890
679208.6800	4135707.9700	 9.5890
679208.6800	4135707.9900	 9.5890
679208.6700	4135708.0100	 9.5890
679208.6600	4135708.0300	 9.5890
679208.6500	4135708.0500	 9.5890
679208.6400	4135708.0700	 9.5890
679208.6400	4135708.1000	 9.5890
679208.6300	4135708.1200	 9.5890
679208.6200	4135708.1500	 9.5890
679208.6100	4135708.1800	 9.5890
679208.6000	4135708.2100	 9.5890
679208.6000	4135708.2400	 9.5890
679208.5900	4135708.2700	 9.5890
679208.5900	4135708.2900	 9.5890
679208.5900	4135708.3100	 9.6190
679208.5900	4135708.3300	 9.5890
679208.5900	4135708.3500	 9.5890
679208.5900	4135708.3700	 9.5890
679208.5900	4135708.4000	 9.5890
679208.5900	4135708.4100	 9.5590
679208.5900	4135708.4300	 9.5890
679208.5900	4135708.4500	 9.5890
679208.5800	4135708.4700	 9.5890
679208.5800	4135708.4800	 9.5890
679208.5800	4135708.5000	 9.5890
679208.5700	4135708.5400	 9.5890
679208.5600	4135708.5800	 9.5890
679208.5300	4135708.7000	 9.5690
679208.5300	4135708.7400	 9.5790
679208.5200	4135708.7600	 9.5590
679208.5100	4135708.7900	 9.5890
679208.5000	4135708.8100	 9.5790
679208.4900	4135708.8400	 9.5890
679208.4800	4135708.8600	 9.5790
679208.4800	4135708.8800	 9.5790
679208.4700	4135708.9100	 9.5890
679208.4700	4135708.9400	 9.5890
679208.4600	4135708.9700	 9.5790
679208.4500	4135709.0000	 9.5590
679208.4500	4135709.0200	 9.5290
679208.4300	4135709.0800	 9.5590
679208.4200	4135709.1000	 9.5590
679208.4100	4135709.1200	 9.5890
679208.4000	4135709.1500	 9.5890
679208.3900	4135709.1700	 9.5890
679208.3800	4135709.2000	 9.5890
679208.3700	4135709.2300	 9.5890
679208.3700	4135709.2600	 9.5890
679208.3600	4135709.2900	 9.6090
679208.3600	4135709.3200	 9.5890
679208.3500	4135709.3500	 9.5890
679208.3500	4135709.3800	 9.6090
679208.3500	4135709.4100	 9.6090
679208.3500	4135709.4300	 9.6090
679208.3500	4135709.4500	 9.6090
679208.3500	4135709.4700	 9.6090
679208.3500	4135709.4900	 9.6090
679208.3500	4135709.5100	 9.5890
679208.3500	4135709.5300	 9.5890
679208.3500	4135709.5500	 9.6090
679208.3500	4135709.5700	 9.6090
679208.3500	4135709.5900	 9.6090
679208.3500	4135709.6100	 9.6090
679208.3500	4135709.6300	 9.6390
679208.3500	4135709.6600	 9.6390
679208.3500	4135709.6800	 9.6090
679208.3400	4135709.7100	 9.6390
679208.3400	4135709.7300	 9.6390
679208.3400	4135709.7600	 9.6390
679208.3300	4135709.7800	 9.6090
679208.3300	4135709.8000	 9.6090
679208.3300	4135709.8200	 9.6090
679208.3300	4135709.8300	 9.6090
679208.3300	4135709.8500	 9.6090
679208.3300	4135709.8700	 9.5790
679208.3300	4135709.8900	 9.5890
679208.3300	4135709.9100	 9.6090
679208.3300	4135709.9300	 9.6090
679208.3200	4135709.9500	 9.6090
679208.3200	4135709.9700	 9.6090
679208.3200	4135709.9900	 9.6090
679208.3100	4135710.0200	 9.5890
679208.3100	4135710.0500	 9.5890
679208.3100	4135710.0800	 9.5890
679208.3100	4135710.1100	 9.5890
679208.3000	4135710.1400	 9.5890
679208.3000	4135710.1800	 9.5890
679208.3000	4135710.2100	 9.6090
679208.2900	4135710.2300	 9.6090
679208.2900	4135710.2500	 9.5790
679208.2900	4135710.2700	 9.5790
679208.2800	4135710.2900	 9.5890
679208.2800	4135710.3100	 9.5890
679208.2800	4135710.3300	 9.5890
679208.2700	4135710.3500	 9.6090
679208.2700	4135710.3700	 9.6090
679208.2600	4135710.3900	 9.6090
679208.2600	4135710.4000	 9.6090
679208.2500	4135710.4200	 9.6090
679208.2400	4135710.4400	 9.5890
679208.2400	4135710.4600	 9.6090
679208.2300	4135710.4900	 9.5890
679208.2200	4135710.5100	 9.6090
679208.2100	4135710.5400	 9.6090
679208.1900	4135710.5900	 9.5590
679208.1900	4135710.6100	 9.6090
679208.1800	4135710.6200	 9.6390
679208.1800	4135710.6300	 9.6390
679208.1800	4135710.6400	 9.6390
679208.1800	4135710.6500	 9.6390
679208.1800	4135710.6800	 9.6390
679208.1800	4135710.7100	 9.6390
679208.1800	4135710.7400	 9.6390
679208.1800	4135710.7700	 9.6090
679208.1800	4135710.8000	 9.6090
679208.1700	4135710.8400	 9.6390
679208.1700	4135710.8600	 9.6390
679208.1600	4135710.8800	 9.6390
679208.1600	4135710.9000	 9.6090
679208.1500	4135710.9200	 9.6390
679208.1400	4135710.9300	 9.6390
679208.1400	4135710.9500	 9.6390
679208.1400	4135710.9700	 9.6390
679208.1400	4135710.9900	 9.6090
679208.1300	4135711.0100	 9.5890
679208.1300	4135711.0400	 9.6390
679208.1200	4135711.0600	 9.6390
679208.1200	4135711.0900	 9.6390
679208.1100	4135711.1100	 9.6390
679208.1100	4135711.1300	 9.6390
679208.1000	4135711.1500	 9.6090
679208.0900	4135711.1700	 9.6390
679208.0900	4135711.2000	 9.6090
679208.0900	4135711.2300	 9.6390
679208.0900	4135711.2600	 9.6390
679208.0800	4135711.2900	 9.6390
679208.0800	4135711.3200	 9.6390
679208.0800	4135711.3500	 9.6390
679208.0700	4135711.3700	 9.6390
679208.0600	4135711.3900	 9.6390
679208.0500	4135711.4100	 9.6090
679208.0400	4135711.4300	 9.6390
679208.0300	4135711.4500	 9.6090
679208.0300	4135711.4700	 9.6390
679208.0200	4135711.5000	 9.6390
679208.0100	4135711.5300	 9.6390
679208.0100	4135711.5600	 9.6390
679208.0000	4135711.5900	 9.6090
679207.9900	4135711.6200	 9.6090
679207.9900	4135711.6500	 9.6390
679207.9900	4135711.6700	 9.6090
679207.9800	4135711.7000	 9.6390
679207.9800	4135711.7200	 9.6390
679207.9800	4135711.7500	 9.6390
679207.9800	4135711.7700	 9.6390
679207.9700	4135711.8000	 9.6390
679207.9700	4135711.8200	 9.6390
679207.9700	4135711.8500	 9.6390
679207.9700	4135711.8700	 9.6390
679207.9600	4135711.9000	 9.6390
679207.9600	4135711.9200	 9.6390
679207.9600	4135711.9500	 9.6390
679207.9500	4135711.9800	 9.6390
679207.9500	4135712.0000	 9.6390
679207.9500	4135712.0300	 9.6390
679207.9500	4135712.0600	 9.6390
679207.9400	4135712.0900	 9.6390
679207.9300	4135712.1200	 9.6090
679207.9300	4135712.1500	 9.5790
679207.9200	4135712.1700	 9.6090
679207.9100	4135712.2000	 9.5890
679207.9000	4135712.2300	 9.6090
679207.8900	4135712.2600	 9.6090
679207.8800	4135712.2900	 9.6090
679207.8800	4135712.3100	 9.6090
679207.8700	4135712.3400	 9.6090
679207.8700	4135712.3700	 9.6390
679207.8600	4135712.4000	 9.6390
679207.8600	4135712.4200	 9.6390
679207.8500	4135712.4400	 9.6390
679207.8400	4135712.4500	 9.6090
679207.8300	4135712.4600	 9.6090
679207.8200	4135712.4800	 9.6390
679207.8200	4135712.4900	 9.6090
679207.8100	4135712.5000	 9.6390
679207.8000	4135712.5300	 9.6390
679207.8000	4135712.5500	 9.6390
679207.7900	4135712.5700	 9.6390
679207.7900	4135712.5900	 9.6390
679207.7800	4135712.6100	 9.6390
679207.7800	4135712.6300	 9.6090
679207.7800	4135712.6600	 9.6390
679207.7800	4135712.7000	 9.6390
679207.7800	4135712.7300	 9.6390
679207.7800	4135712.7600	 9.6390
679207.7800	4135712.7900	 9.6390
679207.7800	4135712.8300	 9.6390
679207.7700	4135712.8500	 9.6390
679207.7700	4135712.8700	 9.6390
679207.7600	4135712.8900	 9.6390
679207.7600	4135712.9100	 9.6390
679207.7500	4135712.9300	 9.6390
679207.7400	4135712.9500	 9.6390
679207.7400	4135712.9700	 9.6390
679207.7300	4135712.9900	 9.6390
679207.7300	4135713.0000	 9.6390
679207.7200	4135713.0200	 9.6390
679207.7200	4135713.0400	 9.6090
679207.7100	4135713.0600	 9.6390
679207.7100	4135713.0800	 9.6390
679207.7100	4135713.1100	 9.6090
679207.7100	4135713.1400	 9.6390
679207.7100	4135713.1700	 9.6390
679207.7100	4135713.2000	 9.6390
679207.7100	4135713.2300	 9.6390
679207.7000	4135713.2500	 9.6390
679207.6900	4135713.2800	 9.6690
679207.6900	4135713.3000	 9.6690
679207.6800	4135713.3300	 9.6690
679207.6700	4135713.3500	 9.6690
679207.6600	4135713.3800	 9.6690
679207.6600	4135713.4100	 9.6390
679207.6700	4135713.4400	 9.6390
679207.6700	4135713.4700	 9.6090
679207.6700	4135713.5000	 9.6390
679207.6700	4135713.5300	 9.6390
679207.6800	4135713.5700	 9.6390
679207.6700	4135713.5900	 9.6390
679207.6700	4135713.6100	 9.6390
679207.6600	4135713.6300	 9.6390
679207.6500	4135713.6500	 9.6390
679207.6500	4135713.6700	 9.6390
679207.6400	4135713.6900	 9.6690
679207.6400	4135713.7200	 9.6390
679207.6400	4135713.7400	 9.6390
679207.6400	4135713.7700	 9.6390
679207.6400	4135713.7900	 9.6690
679207.6400	4135713.8100	 9.6690
679207.6400	4135713.8400	 9.6690
679207.6400	4135713.8700	 9.6690
679207.6400	4135713.9000	 9.6690
679207.6400	4135713.9200	 9.6690
679207.6400	4135713.9500	 9.6390
679207.6400	4135713.9800	 9.6390
679207.6400	4135714.0100	 9.6690
679207.6400	4135714.0300	 9.6690
679207.6400	4135714.0400	 9.6390
679207.6400	4135714.0600	 9.6690
679207.6400	4135714.0800	 9.6690
679207.6400	4135714.0900	 9.6690
679207.6400	4135714.1100	 9.6690
679207.6500	4135714.1400	 9.6690
679207.6500	4135714.1700	 9.6990
679207.6600	4135714.2300	 9.6390
679207.6700	4135714.2600	 9.6690
679207.6700	4135714.2800	 9.6690
679207.6700	4135714.3000	 9.6390
679207.6600	4135714.3200	 9.6690
679207.6600	4135714.3400	 9.6390
679207.6500	4135714.3700	 9.6990
679207.6500	4135714.3900	 9.6990
679207.6500	4135714.4200	 9.6990
679207.6400	4135714.4500	 9.6690
679207.6400	4135714.4800	 9.6390
679207.6300	4135714.5500	 9.5890
679207.6300	4135714.5800	 9.6090
679207.6300	4135714.6100	 9.6090
679207.6200	4135714.6400	 9.6390
679207.6200	4135714.6800	 9.6690
679207.6200	4135714.7100	 9.6990
679207.6100	4135714.7400	 9.6990
679207.6100	4135714.7700	 9.6990
679207.6100	4135714.7900	 9.7290
679207.6200	4135714.8100	 9.7290
679207.6200	4135714.8300	 9.7290
679207.6200	4135714.8500	 9.6990
679207.6200	4135714.8700	 9.6990
679207.6300	4135714.9000	 9.7290
679207.6300	4135714.9200	 9.7290
679207.6300	4135714.9400	 9.6990
679207.6200	4135714.9600	 9.6990
679207.6200	4135714.9800	 9.7290
679207.6200	4135715.0000	 9.7290
679207.6200	4135715.0200	 9.6990
679207.6200	4135715.0400	 9.7290
679207.6200	4135715.0600	 9.7290
679207.6100	4135715.0800	 9.7290
679207.6100	4135715.1000	 9.6990
679207.6100	4135715.1300	 9.7290
679207.6000	4135715.1500	 9.7290
679207.6000	4135715.1800	 9.7290
679207.6000	4135715.2100	 9.7290
679207.6000	4135715.2400	 9.6990
679207.6000	4135715.2800	 9.7290
679207.6000	4135715.3100	 9.7290
679207.6000	4135715.3400	 9.7290
679207.6000	4135715.3600	 9.7290
679207.5900	4135715.3700	 9.7290
679207.5900	4135715.3900	 9.6990
679207.5900	4135715.4100	 9.7290
679207.5800	4135715.4300	 9.6990
679207.5800	4135715.4400	 9.6990
679207.5800	4135715.4600	 9.6990
679207.5700	4135715.4900	 9.6990
679207.5700	4135715.5100	 9.6990
679207.5700	4135715.5300	 9.6990
679207.5700	4135715.5500	 9.6990
679207.5600	4135715.5700	 9.7290
679207.5600	4135715.5900	 9.6990
679207.5600	4135715.6100	 9.7290
679207.5500	4135715.6200	 9.7290
679207.5500	4135715.6400	 9.6990
679207.5500	4135715.6600	 9.7290
679207.5400	4135715.6800	 9.6990
679207.5500	4135715.7100	 9.6990
679207.5500	4135715.7300	 9.6990
679207.5500	4135715.7600	 9.7290
679207.5500	4135715.7900	 9.7290
679207.5600	4135715.8200	 9.7290
679207.5600	4135715.8500	 9.6990
679207.5600	4135715.8600	 9.7290
679207.5600	4135715.8800	 9.6990
679207.5600	4135715.8900	 9.6990
679207.5600	4135715.9100	 9.6990
679207.5600	4135715.9200	 9.6990
679207.5600	4135715.9400	 9.7290
679207.5600	4135715.9500	 9.7290
679207.5700	4135715.9700	 9.6990
679207.5700	4135715.9900	 9.7290
679207.5800	4135716.0100	 9.6990
679207.5900	4135716.0300	 9.6990
679207.5900	4135716.0400	 9.6990
679207.5900	4135716.0600	 9.6990
679207.5900	4135716.0800	 9.6690
679207.5900	4135716.1000	 9.6990
679207.5900	4135716.1200	 9.6990
679207.5900	4135716.1300	 9.6990
679207.5900	4135716.1500	 9.7290
679207.5900	4135716.1700	 9.7290
679207.5900	4135716.2000	 9.6990
679207.5900	4135716.2200	 9.7290
679207.5800	4135716.2400	 9.7290
679207.5800	4135716.2600	 9.7290
679207.5800	4135716.2900	 9.7290
679207.5800	4135716.3100	 9.6990
679207.5800	4135716.3300	 9.6990
679207.5800	4135716.3500	 9.7290
679207.5800	4135716.3700	 9.7290
679207.5800	4135716.3900	 9.6990
679207.5800	4135716.4200	 9.6990
679207.5800	4135716.4400	 9.6990
679207.5700	4135716.4700	 9.6990
679207.5700	4135716.4900	 9.6990
679207.5700	4135716.5200	 9.6990
679207.5600	4135716.5400	 9.7290
679207.5600	4135716.5700	 9.6990
679207.5600	4135716.5800	 9.6990
679207.5600	4135716.5900	 9.6990
679207.5600	4135716.6000	 9.7290
679207.5600	4135716.6100	 9.6990
679207.5600	4135716.6200	 9.6990
679207.5600	4135716.6300	 9.7290
679207.5600	4135716.6500	 9.6990
679207.5600	4135716.6700	 9.6990
679207.5600	4135716.6900	 9.6690
679207.5600	4135716.7200	 9.7290
679207.5600	4135716.7400	 9.6990
679207.5600	4135716.7500	 9.7290
679207.5600	4135716.7500	 9.7290
679207.5600	4135716.7500	 9.7290
679207.5600	4135716.7600	 9.7490
679207.5600	4135716.7600	 9.7490
679207.5600	4135716.7700	 9.7290
679207.5600	4135716.7800	 9.7290
679207.5600	4135716.8000	 9.7290
679207.5500	4135716.8100	 9.7490
679207.5500	4135716.8300	 9.7490
679207.5500	4135716.8400	 9.7290
679207.5500	4135716.8600	 9.7490
679207.5600	4135716.8800	 9.7290
679207.5600	4135716.9000	 9.6990
679207.5600	4135716.9200	 9.7290
679207.5600	4135716.9400	 9.7290
679207.5700	4135716.9600	 9.7490
679207.5700	4135716.9800	 9.7490
679207.5700	4135716.9800	 9.7290
679207.5600	4135716.9900	 9.7290
679207.5600	4135717.0000	 9.7290
679207.5600	4135717.0100	 9.7290
679207.5500	4135717.0200	 9.7290
679207.5500	4135717.0200	 9.7490
679207.5500	4135717.0400	 9.7290
679207.5400	4135717.0500	 9.7490
679207.5400	4135717.0700	 9.7290
679207.5400	4135717.0900	 9.7290
679207.5300	4135717.1000	 9.7290
679207.5300	4135717.1200	 9.7290
679207.5300	4135717.1200	 9.7490
679207.5300	4135717.1300	 9.7490
679207.5300	4135717.1300	 9.7490
679207.5300	4135717.1400	 9.7490
679207.5300	4135717.1400	 9.7490
679207.5300	4135717.1500	 9.7490
679207.5300	4135717.1400	 9.7490
679207.5200	4135717.1400	 9.7490
679207.5100	4135717.1400	 9.7490
679207.5100	4135717.1400	 9.7490
679207.5000	4135717.1400	 9.7490
679207.5000	4135717.1300	 9.7490
679207.5000	4135717.1400	 9.7490
679207.5000	4135717.1500	 9.7490
679207.5000	4135717.1600	 9.7490
679207.5000	4135717.1700	 9.7490
679207.5000	4135717.1800	 9.7490
679207.5000	4135717.1900	 9.7490
679207.5000	4135717.2100	 9.7490
679207.5000	4135717.2300	 9.7490
679207.5000	4135717.2500	 9.7490
679207.5000	4135717.2700	 9.7490
679207.5000	4135717.2900	 9.7490
679207.5000	4135717.3100	 9.7490
679207.4900	4135717.3200	 9.7490
679207.4800	4135717.3300	 9.7490
679207.4700	4135717.3400	 9.7490
679207.4600	4135717.3500	 9.7490
679207.4500	4135717.3600	 9.7490
679207.4500	4135717.3600	 9.7490
679207.4500	4135717.3800	 9.7490
679207.4500	4135717.4000	 9.7490
679207.4500	4135717.4200	 9.7490
679207.4500	4135717.4400	 9.7490
679207.4500	4135717.4600	 9.7290
679207.4500	4135717.4800	 9.7490
679207.4400	4135717.5000	 9.7490
679207.4400	4135717.5200	 9.7490
679207.4400	4135717.5400	 9.7790
679207.4300	4135717.5600	 9.7790
679207.4300	4135717.6000	 9.7490
679207.4300	4135717.6100	 9.7490
679207.4200	4135717.6400	 9.6990
679207.4200	4135717.6600	 9.7290
679207.4100	4135717.6800	 9.6990
679207.4100	4135717.7000	 9.7490
679207.4100	4135717.7000	 9.7490
679207.4000	4135717.7000	 9.7490
679207.4000	4135717.7100	 9.7490
679207.4000	4135717.7100	 9.7490
679207.4000	4135717.7200	 9.7490
679207.3900	4135717.7300	 9.7490
679207.3800	4135717.7500	 9.7490
679207.3800	4135717.7700	 9.7490
679207.3700	4135717.7800	 9.7490
679207.3700	4135717.8000	 9.7490
679207.3600	4135717.8100	 9.7490
679207.3600	4135717.8100	 9.7490
679207.3500	4135717.8000	 9.7490
679207.3500	4135717.8000	 9.7490
679207.3400	4135717.7900	 9.7490
679207.3400	4135717.7800	 9.7490
679207.3300	4135717.7800	 9.7490
679207.3300	4135717.7700	 9.7490
679207.3200	4135717.7600	 9.7490
679207.3200	4135717.7500	 9.7490
679207.3100	4135717.7400	 9.7490
679207.3100	4135717.7300	 9.7490
679207.3000	4135717.7300	 9.7490
679207.3000	4135717.7300	 9.7490
679207.2900	4135717.7300	 9.7490
679207.2900	4135717.7300	 9.7490
679207.2800	4135717.7400	 9.7490
679207.2800	4135717.7400	 9.7490
679207.2700	4135717.7400	 9.7490
679207.2600	4135717.7400	 9.7490
679207.2500	4135717.7400	 9.7490
679207.2400	4135717.7400	 9.7490
679207.2300	4135717.7400	 9.7490
679207.2200	4135717.7400	 9.7490
679207.2100	4135717.7400	 9.7490
679207.2100	4135717.7400	 9.7290
679207.2100	4135717.7400	 9.7290
679207.2100	4135717.7400	 9.7290
679207.2100	4135717.7400	 9.7290
679207.2100	4135717.7400	 9.7290
679207.2200	4135717.7400	 9.7890
679207.2200	4135717.7500	 9.7890
679207.2200	4135717.7600	 9.7890
679207.2300	4135717.7700	 9.8090
679207.2300	4135717.7700	 9.7890
679207.2300	4135717.7800	 9.7890
679207.2300	4135717.7900	 9.7890
679207.2300	4135717.8000	 9.7890
679207.2300	4135717.8100	 9.7890
679207.2300	4135717.8200	 9.7890
679207.2300	4135717.8300	 9.7890
679207.2300	4135717.8400	 9.7890
679207.2300	4135717.8300	 9.7890
679207.2200	4135717.8200	 9.7890
679207.2200	4135717.8100	 9.7890
679207.2100	4135717.7900	 9.7890
679207.2100	4135717.7800	 9.7890
679207.2000	4135717.7700	 9.7890
679207.1900	4135717.7600	 9.7890
679207.1900	4135717.7500	 9.7890
679207.1800	4135717.7400	 9.7890
679207.1700	4135717.7300	 9.7590
679207.1600	4135717.7200	 9.7890
679207.1600	4135717.7100	 9.7890
679207.1500	4135717.7100	 9.7890
679207.1400	4135717.7100	 9.7890
679207.1400	4135717.7200	 9.7890
679207.1300	4135717.7200	 9.7890
679207.1300	4135717.7200	 9.7890
679207.1200	4135717.7300	 9.7890
679207.1200	4135717.7300	 9.7890
679207.1200	4135717.7400	 9.7890
679207.1200	4135717.7400	 9.7890
679207.1100	4135717.7400	 9.7890
679207.1100	4135717.7500	 9.7590
679207.1100	4135717.7500	 9.7890
679207.1000	4135717.7500	 9.7890
679207.0900	4135717.7600	 9.7890
679207.0900	4135717.7600	 9.7890
679207.0800	4135717.7600	 9.7890
679207.0700	4135717.7700	 9.7890
679207.0600	4135717.7700	 9.7590
679207.0600	4135717.7700	 9.7890
679207.0500	4135717.7800	 9.7590
679207.0500	4135717.7800	 9.7590
679207.0400	4135717.7800	 9.7590
679207.0400	4135717.7900	 9.7590
679207.0300	4135717.7900	 9.7590
679207.0200	4135717.8000	 9.7590
679207.0200	4135717.8000	 9.7590
679207.0100	4135717.8100	 9.7590
679207.0000	4135717.8200	 9.7590
679206.9900	4135717.8200	 9.7890
679206.9800	4135717.8300	 9.7890
679206.9800	4135717.8300	 9.7890
679206.9700	4135717.8300	 9.7890
679206.9700	4135717.8300	 9.7590
679206.9700	4135717.8300	 9.7590
679206.9600	4135717.8300	 9.7590
679206.9600	4135717.8300	 9.7590
679206.9500	4135717.8400	 9.7590
679206.9300	4135717.8500	 9.7590
679206.9200	4135717.8700	 9.7590
679206.9100	4135717.8800	 9.7590
679206.9000	4135717.9000	 9.7590
679206.8900	4135717.9100	 9.7590
679206.8800	4135717.9200	 9.7590
679206.8700	4135717.9300	 9.7590
679206.8600	4135717.9400	 9.7590
679206.8500	4135717.9500	 9.7590
679206.8400	4135717.9600	 9.7590
679206.8300	4135717.9700	 9.7290
679206.8200	4135717.9700	 9.7290
679206.8100	4135717.9600	 9.7290
679206.8000	4135717.9600	 9.7290
679206.7900	4135717.9600	 9.7290
679206.7800	4135717.9600	 9.7290
679206.7700	4135717.9600	 9.7590
679206.7600	4135717.9600	 9.7590
679206.7500	4135717.9600	 9.7590
679206.7400	4135717.9700	 9.7590
679206.7300	4135717.9700	 9.7290
679206.7200	4135717.9700	 9.7290
679206.7100	4135717.9800	 9.7090
679206.6900	4135717.9700	 9.7290
679206.6800	4135717.9700	 9.7290
679206.6700	4135717.9600	 9.7290
679206.6500	4135717.9600	 9.7290
679206.6400	4135717.9500	 9.7290
679206.6300	4135717.9500	 9.7290
679206.6200	4135717.9500	 9.7290
679206.6100	4135717.9500	 9.7290
679206.6000	4135717.9500	 9.7290
679206.5900	4135717.9500	 9.7290
679206.5800	4135717.9500	 9.7090
679206.5700	4135717.9400	 9.7290
679206.5600	4135717.9400	 9.7290
679206.5500	4135717.9300	 9.7290
679206.5300	4135717.9200	 9.7290
679206.5200	4135717.9100	 9.7290
679206.5100	4135717.9100	 9.7290
679206.4900	4135717.9000	 9.7290
679206.4900	4135717.9100	 9.7290
679206.4800	4135717.9100	 9.7290
679206.4700	4135717.9200	 9.7290
679206.4700	4135717.9300	 9.7290
679206.4600	4135717.9400	 9.7290
679206.4500	4135717.9400	 9.7090
679206.4400	4135717.9500	 9.7090
679206.4300	4135717.9500	 9.7090
679206.4100	4135717.9500	 9.7090
679206.4000	4135717.9600	 9.7090
679206.3900	4135717.9600	 9.7090
679206.3800	4135717.9600	 9.7090
679206.3700	4135717.9700	 9.6990
679206.3600	4135717.9700	 9.6990
679206.3500	4135717.9800	 9.7090
679206.3400	4135717.9900	 9.6990
679206.3300	4135718.0000	 9.7090
679206.3200	4135718.0000	 9.7090
679206.3000	4135718.0000	 9.6990
679206.2900	4135718.0100	 9.6990
679206.2800	4135718.0100	 9.6990
679206.2700	4135718.0100	 9.6990
679206.2500	4135718.0200	 9.6990
